POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Dealer,0,0,2,BHK,777,1,1,"Madipakkam,Chennai",13.0,80.2,47.7
Dealer,0,0,2,BHK,777,1,1,"Borivali (West),Lalitpur",19.2,72.8,170
Owner,0,0,2,BHK,777,1,1,"Sawantwadi,Sindhudurg",16.0,74.0,18.5
Dealer,1,1,3,BHK,778,0,0,"Ghodbunder Road,Maharashtra",19.0,72.8,110
Dealer,1,1,3,BHK,778,0,0,"Ghodbunder Road,Lalitpur",24.7,78.4,110
Dealer,0,0,2,BHK,778,1,1,"New Ballygunge,Kolkata",22.5,88.4,58
Owner,0,1,2,BHK,778,1,1,"Potheri,Chennai",13.1,80.3,42
Dealer,0,1,2,BHK,778,1,1,"Thane West,Maharashtra",19.2,73.0,130
Dealer,0,0,2,BHK,778,1,1,"New Barrakpur,Kolkata",22.7,88.4,24.9
Owner,0,0,2,BHK,779,1,1,"Nunna,Vijayawada",16.6,80.7,24.5
Owner,0,0,2,BHK,779,1,1,"Sarsuna,Kolkata",22.5,88.3,34
Dealer,0,0,2,BHK,780,1,1,"New Town,Kolkata",22.6,88.5,40
Owner,0,0,2,BHK,780,1,1,"Vijayalakshmi Puram,Chennai",13.1,80.3,45
Dealer,1,1,1,BHK,780,0,1,"Ghansoli,Lalitpur",19.1,73.0,85
Dealer,1,1,2,BHK,780,0,0,"KR Puram,Bangalore",13.0,77.7,78
Dealer,1,0,2,BHK,780,0,1,"Nager Bazar,Kolkata",22.5,88.3,31.2
Dealer,1,0,2,BHK,780,0,1,"New Barrakpur,Kolkata",22.7,88.4,15.6
Dealer,0,0,1,BHK,780,1,1,"Chembur (West),Lalitpur",19.1,72.9,95
Owner,0,0,1,BHK,780,1,1,"Vikas Nagar,Lucknow",26.9,81.0,30
Owner,0,0,2,BHK,780,1,1,"Sector-31 Panchkula,Panchkula",30.7,76.9,45
Owner,0,0,2,BHK,780,1,1,"Tope Nagar,Amravati",20.9,77.8,35
Owner,0,0,2,BHK,780,1,1,"Guduvancheri,Chennai",12.8,80.1,25
Owner,0,0,2,BHK,780,1,1,"Saratpally,Midnapore",22.4,87.3,20
Owner,0,0,2,BHK,780,1,1,"Manneswarar Nagar,Chennai",24.1,88.0,30
Dealer,0,0,2,BHK,780,1,1,"Purbalok,Kolkata",22.5,88.3,35
Dealer,0,0,2,BHK,780,1,1,"Tollygunge,Kolkata",22.5,88.4,60
Owner,0,0,3,BHK,780,1,1,"Ramdham Society,Rajkot",22.3,70.8,60
Dealer,1,1,3,BHK,780,0,0,"Anjurdive,Maharashtra",19.0,72.8,70.5
Dealer,0,0,2,BHK,780,1,1,"Narendra Nagar Extension,Lalitpur",21.1,79.1,29.9
Dealer,0,1,2,BHK,780,1,1,"Handewadi,Pune",19.9,74.3,37
Dealer,0,1,1,BHK,780,1,1,"Dombivli (East),Mumbai",19.2,73.1,37.5
Owner,0,0,2,BHK,780,1,1,"Jyoti Nagar,Aurangabad",30.0,76.8,43
Dealer,0,0,2,BHK,780,1,1,"Madipakkam,Chennai",13.0,80.2,43
Owner,0,0,2,BHK,780,1,1,"Ambegaon Budruk,Pune",19.1,73.7,27
Owner,0,0,1,BHK,780,1,1,"Bhistabag,Ahmednagar",19.1,74.7,22
Dealer,1,1,2,BHK,780,0,1,"Wagholi,Pune",18.6,74.0,33
Owner,0,0,2,BHK,780,1,1,"Kudgat,Kolkata",22.5,88.3,27.5
Owner,0,0,1,BHK,780,1,1,"Jahangirpura,Surat",21.2,72.8,23
Owner,0,0,2,BHK,780,1,1,"Betegaon,Palghar",19.8,72.8,23
Dealer,1,0,2,BHK,780,0,1,"Sector 87 Faridabad,Faridabad",28.4,77.3,19.7
Owner,0,0,2,BHK,780,1,1,"Sector-127 Mohali,Mohali",30.8,76.7,17.5
Dealer,0,0,2,BHK,780,1,1,"Suman Sankul Apartment,Maharashtra",19.0,72.8,18
Owner,0,1,2,BHK,780,1,1,"Jainpur Meerut,Meerut",28.9,77.7,18
Owner,0,0,2,BHK,780,1,1,"Sonari,Jamshedpur",22.8,86.2,24
Owner,0,0,2,BHK,780,1,1,"Sodepur,Kolkata",22.7,88.4,16.8
Dealer,1,1,2,BHK,780,0,1,"kavesar,Mumbai",19.0,72.8,110
Owner,0,0,2,BHK,780,1,1,"Vadsar,Vadodara",22.3,73.2,14
Dealer,1,1,3,BHK,780,0,0,"Balkum,Maharashtra",19.2,73.0,120
Dealer,1,0,2,BHK,781,0,1,"Behala Chowrasta,Kolkata",22.5,88.3,31.3
Builder,1,1,3,BHK,781,0,0,"Akurdi,Lalitpur",18.6,73.8,91.1
Owner,0,1,2,BHK,781,1,1,"Ajmer Road,Jaipur",26.9,75.8,23.4
Dealer,0,0,2,BHK,781,1,1,"Bavdhan,Pune",18.5,73.8,67
Owner,0,0,2,BHK,781,1,1,"Phursungi,Pune",18.5,74.0,38
Dealer,0,0,3,BHK,781,1,1,"Kotwal Nagar,Nagpur",21.1,79.1,55.2
Dealer,1,1,1,BHK,781,0,1,"Mira Road,Mumbai",19.3,72.9,54.7
Dealer,1,1,1,BHK,781,0,1,"Mira Road,Lalitpur",19.3,72.9,54.7
Dealer,1,1,3,BHK,782,0,0,"Mira Road East,Lalitpur",19.3,72.9,100
Owner,0,0,1,BHK,782,1,1,"Adajan,Surat",24.4,79.0,23
Owner,0,0,2,BHK,782,1,1,"Medavakkam,Chennai",12.9,80.2,45
Owner,0,0,2,BHK,782,1,1,"Olari,Thrissur",10.5,76.2,28
Dealer,1,1,2,BHK,782,0,0,"Panvel,Lalitpur",19.0,73.1,65
Dealer,1,1,2,BHK,782,0,0,"Panvel,Maharashtra",19.0,73.1,65
Dealer,1,0,2,BHK,783,0,1,"Behala Chowrasta,Kolkata",22.5,88.3,31.3
Owner,0,0,2,BHK,783,1,1,"MadhukarApartment,Opp.Mafatlal Mill,Nadiad-MahemdabadRoad,Nadiad",22.7,72.9,23
Dealer,1,0,2,BHK,783,0,1,"New Barrakpur,Kolkata",22.7,88.4,15.6
Builder,1,1,1,BHK,783,0,0,"Cunchelim,Goa",15.4,74.0,35
Dealer,1,1,3,BHK,784,0,0,"Akurdi,Pune",18.6,73.8,91.1
Owner,0,0,1,BHK,784,1,1,"Chanod Colony,Vapi",20.4,72.9,17.7
Owner,0,0,2,BHK,784,1,1,"Dhayari,Pune",18.4,73.8,40
Dealer,0,0,2,BHK,784,1,1,"Charholi,Pune",18.6,73.9,40
Owner,1,0,2,BHK,784,0,1,"Viratripattu,Madurai",9.9,78.1,35
Owner,0,0,2,BHK,784,1,1,"Bharari,Shimla",31.1,77.2,56
Dealer,0,0,2,BHK,784,1,1,"Medavakkam,Chennai",12.9,80.2,37.9
Owner,0,1,2,BHK,784,1,1,"Hirapur,Raipur",21.3,81.6,20.5
Owner,0,0,2,BHK,784,1,1,"Anakaputhur,Chennai",13.0,80.1,28.6
Owner,0,1,2,BHK,785,1,1,"Mahawadiya,Bhopal",23.1,77.4,20
Dealer,1,1,2,BHK,785,0,1,"Badlapur,Mumbai",19.0,72.8,32.1
Owner,0,0,3,BHK,785,1,1,"Brahmapuri,Chandrapur",20.6,79.9,29
Dealer,1,1,2,BHK,785,0,0,"Hiranandani Estate,Mumbai",19.3,73.0,170
Owner,0,0,2,BHK,785,1,1,"Cheranalloor,Kochi",9.9,76.3,30
Owner,0,0,2,BHK,785,1,1,"Saravanampatti,Coimbatore",11.1,77.0,30
Owner,0,0,1,BHK,785,1,1,"Electronics City Phase 1,Bangalore",12.8,77.7,60
Dealer,1,0,1,BHK,785,0,1,"Thane West,Maharashtra",19.2,73.0,89
Dealer,1,1,1,BHK,785,0,1,"Pokhran-2,Maharashtra",19.4,72.8,87
Owner,0,0,2,BHK,785,1,1,"Old Perungalathur,Chennai",12.9,80.1,40
Owner,0,0,2,BHK,785,1,1,"Varca,Goa",48.1,11.6,43
Owner,0,0,2,BHK,785,1,1,"Kandigai,Chennai",13.2,80.2,35
Owner,0,0,2,BHK,785,1,1,"Urapakkam,Chennai",12.9,80.1,28
Owner,0,0,3,BHK,785,1,1,"Chandapura,Bangalore",12.8,77.7,28
Dealer,0,0,2,BHK,785,1,1,"Baguihati,Kolkata",22.6,88.4,17
Owner,0,0,2,BHK,785,1,1,"Wanadongri,Nagpur",21.1,79.0,21.5
Dealer,1,1,2,BHK,785,0,1,"Worli,Lalitpur",19.0,72.8,270
Owner,0,0,2,BHK,786,1,1,"Bagal Chowk,Kolhapur",16.7,74.2,45
Owner,0,0,2,BHK,786,1,1,"Chiranjeev Vihar,Ghaziabad",28.7,77.4,27
Dealer,0,0,2,BHK,786,1,1,"Usarli Khurd,Mumbai",19.0,72.8,42
Owner,0,0,1,BHK,786,1,1,"Urwa,Mangalore",12.9,74.8,35
Dealer,0,1,2,BHK,786,1,1,"Thane West,Lalitpur",19.2,73.0,140
Dealer,0,0,2,BHK,786,1,1,"Mahavir Nagar,Mumbai",21.2,81.7,290
Dealer,1,0,1,BHK,787,0,0,"Mourigram,Kolkata",22.6,88.3,23.6
Dealer,1,1,2,BHK,787,0,1,"Sector 70 Faridabad,Faridabad",28.3,77.3,21.4
Dealer,1,1,2,BHK,787,0,0,"Sector-106 Gurgaon,Gurgaon",28.5,77.0,130
Dealer,1,1,2,BHK,787,0,0,"Sector-106 Gurgaon,Gurgaon",28.5,77.0,130
Dealer,0,0,2,BHK,787,1,1,"Sainath Nagar,Lalitpur",21.2,79.6,120
Owner,0,0,2,BHK,787,1,1,"New perungalathur,Chennai",12.9,80.1,41
Builder,1,1,2,BHK,787,0,0,"Bhivpuri,Lalitpur",24.8,78.3,18.5
Dealer,1,0,2,BHK,788,0,1,"Subhash Nagar,Kolkata",22.5,88.3,25.2
Builder,1,1,2,BHK,788,0,0,"Palda,Indore",22.7,75.9,18.5
Dealer,0,0,2,BHK,788,1,1,"Kala Nagar,Mumbai",16.9,74.6,320
Dealer,0,0,2,BHK,788,1,1,"Kala Nagar,Lalitpur",16.9,74.6,320
Dealer,0,0,2,BHK,788,1,1,"Sodepur,Kolkata",22.7,88.4,19.7
Dealer,1,1,2,BHK,788,0,1,"Thane West,Lalitpur",19.2,73.0,74
Owner,0,0,2,BHK,788,1,1,"Lonere Mangaon,Raigad",18.2,73.3,32
Dealer,0,0,1,BHK,789,1,1,"Candolim,Goa",15.5,73.8,50
Dealer,1,0,2,BHK,789,0,1,"Mulund (East),Mumbai",19.2,73.0,170
Dealer,0,0,2,BHK,789,1,1,"Rajarhat,Kolkata",22.5,88.3,21.3
Owner,0,0,2,BHK,789,1,1,"Jameen Pallavaram,Chennai",13.0,80.2,47.1
Dealer,1,1,3,BHK,789,0,0,"Manjari Khurd,Pune",18.5,74.0,79
Dealer,0,0,2,BHK,789,1,1,"Dhayari,Pune",18.4,73.8,42
Dealer,0,0,2,BHK,789,1,1,"Vasant Vihar,Maharashtra",21.1,79.1,110
Builder,0,0,2,BHK,789,1,0,"Medavakkam,Chennai",12.9,80.2,37.1
Dealer,0,0,2,BHK,789,1,1,"Thakur Village,Lalitpur",12.9,77.6,150
Dealer,0,0,3,BHK,790,1,0,"Bavdhan,Pune",18.5,73.8,85
Owner,0,0,2,BHK,790,1,1,"Deralakatte,Mangalore",12.8,74.9,26
Dealer,0,0,1,BHK,790,1,1,"Tonk Road,Jaipur",26.2,75.8,25
Dealer,0,0,2,BHK,790,1,1,"Garfa,Kolkata",22.5,88.4,39.5
Owner,0,0,2,BHK,790,1,1,"Santragachi,Kolkata",22.6,88.3,27.5
Owner,0,1,1,BHK,790,1,1,"KRS Road,Mysore",12.3,76.6,50
Owner,0,0,2,BHK,790,1,1,"Dhayari,Pune",18.4,73.8,50
Dealer,0,1,2,BHK,790,1,1,"Andheri (West),Mumbai",19.1,72.8,340
Dealer,1,0,3,BHK,790,0,1,"DN Nagar,Lalitpur",20.2,73.1,290
Owner,0,0,1,BHK,790,1,1,"Chaudi,Goa",15.0,74.0,38
Owner,0,0,2,BHK,790,1,1,"Usarli.. Panvel,Raigad",19.0,73.2,38
Dealer,0,1,2,BHK,790,1,1,"Chembur,Mumbai",19.1,72.9,180
Owner,0,0,2,BHK,790,1,1,"Shetty Halli,Bangalore",13.9,75.7,45
Owner,0,0,2,BHK,790,1,1,"Kareli Bagh,Vadodara",22.3,73.2,26
Dealer,0,0,2,BHK,790,1,1,"Phase 1 Kammasandra,Bangalore",12.9,77.7,26
Owner,0,0,2,BHK,790,1,1,"Boral,Kolkata",22.5,88.3,26
Dealer,0,0,1,BHK,790,1,1,"Chikan Ghar,Lalitpur",24.7,78.4,47
Owner,0,0,2,BHK,790,1,1,"Poonamallee,Chennai",13.1,80.1,28
Owner,0,0,2,BHK,790,1,1,"Lalpur,Ranchi",23.4,85.3,30
Dealer,1,1,2,BHK,790,0,1,"Saphale,Lalitpur",24.7,78.4,23
Builder,0,0,2,BHK,790,1,0,"Gandhi Path,Jaipur",25.9,86.6,25
Owner,0,0,2,BHK,790,1,1,"9th Phase JP Nagar,Bangalore",35.4,132.8,36
Owner,0,0,1,BHK,790,1,1,"Gidc,Vapi",20.4,72.9,20
Dealer,0,0,2,BHK,790,1,1,"Tapukara,Bhiwadi",28.2,76.9,13
Dealer,1,0,2,BHK,790,0,1,"Salugara,Siliguri",26.7,88.3,24.5
Dealer,0,0,2,BHK,790,1,1,"Nanmangalam,Chennai",12.9,80.2,33.2
Owner,0,0,2,BHK,791,1,1,"Kalikkanaicken Palayam,Coimbatore",11.0,76.9,38
Dealer,1,1,3,BHK,791,0,0,"Ghodbunder Road,Lalitpur",24.7,78.4,120
Owner,0,0,2,BHK,791,1,1,"Behala,Kolkata",22.5,88.3,35
Dealer,1,0,2,BHK,792,0,1,"Goregaon (West),Lalitpur",19.2,72.8,130
Owner,0,0,2,BHK,792,1,1,"Singaperumal koil,Chennai",12.8,80.0,28
Owner,0,0,2,BHK,792,1,1,"Dombivli (East),Lalitpur",19.2,73.1,70
Dealer,0,0,2,BHK,792,1,1,"Sodepur,Kolkata",22.7,88.4,19.8
Dealer,0,1,2,BHK,792,1,1,"Raj Nagar Extension,Ghaziabad",26.9,75.8,24
Owner,0,1,2,BHK,792,1,1,"Raj Nagar Extension,Ghaziabad",26.9,75.8,28
Owner,0,0,2,BHK,792,1,1,"Chandapura,Bangalore",12.8,77.7,24
Owner,0,0,2,BHK,792,1,1,"Dastur Nagar,Amravati",20.9,77.8,45
Dealer,0,1,2,BHK,792,1,1,"Raj Nagar Extension,Ghaziabad",26.9,75.8,25
Owner,0,0,2,BHK,792,1,1,"Kankhal,Haridwar",29.9,78.0,30
Dealer,0,1,1,BHK,793,1,1,"Kurla (East),Lalitpur",19.1,72.9,110
Owner,0,0,2,BHK,793,1,1,"Tngo colony, nanganallur,Chennai",13.0,80.2,45
Owner,0,0,2,BHK,793,1,1,"Attibele,Bangalore",12.8,77.8,26
Dealer,0,1,2,BHK,794,1,1,"Pisoli,Pune",18.4,73.9,45
Dealer,1,1,2,BHK,794,0,1,"Thane West,Lalitpur",19.2,73.0,87.5
Owner,0,0,2,BHK,794,1,1,"Dahisar (East),Mumbai",19.3,72.9,100
Dealer,1,1,2,BHK,794,0,1,"Powai,Mumbai",19.1,72.9,260
Owner,1,1,2,BHK,795,0,1,"Tapukara,Bhiwadi",28.2,76.9,22
Dealer,0,0,2,BHK,795,1,1,"Kalwar Road,Jaipur",27.0,75.6,12.9
Owner,0,0,1,BHK,795,1,1,"Kakkanad,Kochi",9.9,76.3,30
Dealer,0,0,2,BHK,795,1,1,"Ullagaram,Chennai",13.0,80.2,47.7
Dealer,1,1,1,BHK,795,0,1,"Sushant Golf City,Lucknow",26.8,81.0,28
Owner,0,0,2,BHK,795,1,1,"Lakshmipuram Extension,Chennai",13.1,80.3,51
Dealer,0,0,2,BHK,795,1,1,"Lavelle Road,Bangalore",12.9,77.6,180
Owner,0,0,2,BHK,795,1,1,"Chitalkar lay Out, Waghapur,Yavatmal",20.4,78.1,18
Dealer,1,1,1,BHK,795,0,1,"Ghansoli,Mumbai",19.1,73.0,94
Dealer,0,0,2,BHK,795,1,1,"Shree Ananth Nagar Layout,Bangalore",21.2,79.1,25.3
Dealer,0,0,2,BHK,795,1,1,"Garfa,Kolkata",22.5,88.4,43.5
Owner,0,0,2,BHK,795,1,1,"Sector-168 Noida,Noida",28.5,77.4,34
Dealer,0,1,2,BHK,795,1,1,"Raj Nagar Extension,Ghaziabad",26.9,75.8,25
Owner,0,1,2,BHK,795,1,1,"Raj Nagar Extension,Ghaziabad",26.9,75.8,24.5
Dealer,0,0,1,BHK,796,1,1,"Chamundeshwari Nagar,Lalitpur",16.7,76.8,420
Dealer,0,0,2,BHK,796,1,1,"Madhyamgram,Kolkata",22.7,88.5,19.9
Dealer,0,0,2,BHK,796,1,1,"Porur,Chennai",13.0,80.2,45
Owner,0,0,2,BHK,796,1,1,"Maheshtala,Kolkata",22.5,88.2,26
Owner,0,0,2,BHK,796,1,1,"Barrackpore,Kolkata",22.8,88.4,26
Dealer,0,0,2,BHK,796,1,1,"Kestopur,Kolkata",22.6,88.4,26
Owner,0,0,2,BHK,796,1,1,"Hirapur,Dhanbad",23.9,86.5,22
Owner,0,0,2,BHK,797,1,1,"Fatorda,Margao",15.3,74.0,26
Dealer,1,1,2,BHK,797,0,1,"Naubasta Kala,Lucknow",26.9,81.0,23.9
Dealer,0,0,2,BHK,797,1,1,"Louis Wadi,Mumbai",19.0,72.8,120
Owner,0,0,2,BHK,797,1,1,"Kurunji Nagar,Chennai",13.1,80.3,50
Dealer,0,1,2,BHK,797,1,1,"Mahim,Palghar",19.6,72.7,24.3
Owner,0,0,2,BHK,797,1,1,"West Mambalam,Chennai",13.0,80.2,70
Dealer,0,0,2,BHK,797,1,1,"Kattupakkam,Chennai",13.0,80.1,35
Owner,0,0,2,BHK,797,1,1,"Kaspapuram,Chennai",12.9,80.1,29
Dealer,1,1,3,BHK,797,0,1,"Ghodbunder Road,Lalitpur",24.7,78.4,150
Dealer,0,1,2,BHK,797,1,1,"Sector 82 Faridabad,Faridabad",28.4,77.4,23.9
Owner,0,0,2,BHK,798,1,1,"Basaveshwar Park,Hubli",15.4,75.1,16
Owner,0,0,2,BHK,798,1,1,"Surapet,Chennai",13.1,80.3,32
Dealer,0,0,2,BHK,798,1,1,"Mahindra City,Chennai",13.1,80.3,30.8
Owner,0,0,2,BHK,798,1,1,"Muchipara,Durgapur",23.6,87.3,17.1
Dealer,0,0,2,BHK,798,1,1,"Hajipur,Noida",28.5,77.4,20.8
Owner,0,0,2,BHK,798,1,1,"Maheshtala,Kolkata",22.5,88.2,25
Owner,0,0,1,BHK,798,1,1,"Khatu,Sikar",21.4,86.9,12.9
Dealer,0,0,2,BHK,798,1,1,"Sodepur,Kolkata",22.7,88.4,23.2
Dealer,0,1,2,BHK,798,1,1,"Sector 82 Faridabad,Faridabad",28.4,77.4,23.1
Builder,1,1,1,BHK,798,0,0,"Hoodi,Bangalore",13.0,77.7,52.9
Dealer,1,1,3,BHK,799,0,1,"Thakur Village,Lalitpur",12.9,77.6,170
Dealer,0,0,2,BHK,799,1,1,"Bhandup (East),Lalitpur",19.1,72.9,140
Dealer,1,1,2,BHK,799,0,0,"Shankar Pada,Mumbai",19.0,72.8,210
Dealer,1,1,2,BHK,799,0,0,"Shankar Pada,Maharashtra",19.0,72.8,210
Dealer,1,1,2,BHK,799,0,1,"Sector 45 Faridabad,Faridabad",28.5,77.3,26.3
Dealer,0,1,2,BHK,799,1,1,"Mira Road East,Mumbai",19.3,72.9,76
Dealer,0,1,2,BHK,799,1,1,"Mira Road East,Lalitpur",19.3,72.9,76
Owner,0,0,2,BHK,799,1,1,"Santhosapuram,Chennai",13.1,80.3,30
Dealer,0,1,2,BHK,799,1,1,"Sector 82 Faridabad,Faridabad",28.4,77.4,23.2
Dealer,1,1,3,BHK,799,0,1,"Sector 89 Faridabad,Faridabad",28.4,77.4,26.1
Dealer,1,1,2,BHK,800,0,1,"Sector 78 Faridabad,Faridabad",28.4,77.4,19.9
Dealer,0,1,2,BHK,800,1,1,"Balkum,Maharashtra",19.2,73.0,120
Dealer,0,0,2,BHK,800,1,1,"Srirampura,Mysore",12.3,76.6,56.1
Dealer,0,0,2,BHK,800,1,1,"Tapukara,Bhiwadi",28.2,76.9,11.9
Owner,0,0,2,BHK,800,1,1,"Kareli Bagh,Vadodara",22.3,73.2,27
Dealer,0,0,2,BHK,800,1,1,"Alwar Bypass Road,Bhiwadi",28.2,76.9,15.9
Dealer,0,0,2,BHK,800,1,1,"Dadi Ka Phatak,Jaipur",27.0,75.8,16.1
Owner,0,0,2,BHK,800,1,1,"Amlidih,Raipur",21.2,81.7,21.5
Owner,0,0,2,BHK,800,1,1,"Vikay Colony,Latur",18.4,76.6,26.5
Dealer,0,0,1,BHK,800,1,1,"Tilak Nagar,Maharashtra",19.1,72.9,110
Owner,0,0,1,BHK,800,1,1,"Kholvad,Surat",21.3,73.0,19
Dealer,0,1,1,BHK,800,1,1,"Mulund (West),Mumbai",19.2,73.0,160
Dealer,0,0,1,BHK,800,1,1,"Bevarly Park,Maharashtra",19.1,73.0,49
Dealer,0,0,1,BHK,800,1,1,"Sector 20 Kharghar,Lalitpur",19.0,73.1,56
Owner,0,1,1,BHK,800,1,1,"Subhanpura,Vadodara",22.3,73.2,12
Owner,0,0,1,BHK,800,1,1,"Akota,Vadodara",22.3,73.2,14.8
Owner,0,0,1,BHK,800,1,1,"Chanakyapuri,Vadodara",22.3,73.2,24
Dealer,0,1,1,BHK,800,1,1,"Hinjewadi,Pune",18.6,73.7,39.4
Owner,0,0,1,BHK,800,1,1,"Varunji Cross Road,Karad",17.3,74.2,24
Owner,0,0,1,BHK,800,1,1,"Dhavan Vasti,Ahmednagar",19.1,74.7,22
Owner,0,0,1,BHK,800,1,1,"Mansarovar,Jaipur",26.9,75.8,35
Dealer,0,0,1,BHK,800,1,1,"Edapally,Kochi",9.9,76.3,32
Dealer,0,0,1,BHK,800,1,1,"Infopark,Kochi",10.0,76.4,32
Owner,0,0,1,BHK,800,1,1,"Gomti Nagar Extension,Lucknow",21.0,77.0,26
Dealer,0,0,1,BHK,800,1,1,"Sector 40 Seawoods,Lalitpur",28.5,77.1,87
Owner,0,0,1,BHK,800,1,1,"Barog,Solan",30.9,77.1,22
Owner,0,0,1,BHK,800,1,1,"R K Puram Colony Nr. Barrier 6 Bahadrabad,Haridwar",28.6,77.2,13
Owner,0,0,1,BHK,800,1,1,"Kodandarampura,Bangalore",13.0,77.6,70
Owner,0,0,1,BHK,800,1,1,"Bommanahalli,Bangalore",12.9,77.6,30
Owner,0,0,1,BHK,800,1,1,"Sai Nagar,Amravati",20.9,77.7,22
Dealer,0,0,1,BHK,800,1,1,"Kasar vadavali,Lalitpur",24.7,78.4,55
Dealer,0,0,1,BHK,800,1,1,"Bevarly Park,Lalitpur",24.7,78.4,49
Owner,0,0,1,BHK,800,1,1,"Adajan,Surat",24.4,79.0,25
Owner,0,0,1,BHK,800,1,1,"Nirman Nagar,Jaipur",20.0,79.3,41
Dealer,0,0,1,BHK,800,1,1,"Uttardhauna,Lucknow",26.9,80.9,26.4
Owner,1,0,1,BHK,800,0,1,"Jankipuram Extension,Lucknow",26.9,80.9,35
Owner,0,1,2,BHK,800,1,1,"Vajdi,Rajkot",22.3,70.7,25
Dealer,0,0,2,BHK,800,1,1,"Raiya Road,Rajkot",22.3,70.8,35
Dealer,0,0,2,BHK,800,1,1,"Shiv Mandir,Siliguri",25.2,71.4,22.4
Owner,0,0,2,BHK,800,1,1,"Ambawadi,Bhavnagar",21.8,72.2,28
Dealer,0,1,2,BHK,800,1,1,"Mahim,Palghar",19.6,72.7,24.4
Dealer,0,1,2,BHK,800,1,1,"Mahim,Palghar",19.6,72.7,24.4
Owner,0,0,2,BHK,800,1,1,"Boisar,Palghar",19.8,72.8,20
Dealer,1,1,2,BHK,800,0,1,"Ghodbunder Road,Maharashtra",19.0,72.8,83
Dealer,0,0,2,BHK,800,1,1,"Hatiskar Wadi,Maharashtra",19.0,72.8,350
Owner,0,0,2,BHK,800,1,1,"cricket bunglow,Jamnagar",18.9,72.8,18
Dealer,0,0,2,BHK,800,1,1,"Mira Road East,Mumbai",19.3,72.9,80
Dealer,0,0,2,BHK,800,1,1,"Mira Road East,Maharashtra",19.3,72.9,80
Dealer,0,0,2,BHK,800,1,1,"Kandivali (East),Lalitpur",19.2,72.9,140
Dealer,0,0,2,BHK,800,1,1,"Bhakti Park,Mumbai",19.0,72.9,170
Owner,0,1,2,BHK,800,1,1,"Alibaug,Raigad",18.7,72.9,35
Dealer,0,0,2,BHK,800,1,1,"Chembur (East),Maharashtra",19.1,72.9,310
Dealer,1,1,2,BHK,800,0,1,"Mulund (West),Lalitpur",19.2,73.0,150
Dealer,0,0,2,BHK,800,1,1,"Thane West,Maharashtra",19.2,73.0,95
Owner,0,1,2,BHK,800,1,1,"Chopasni Housing Board,Jodhpur",26.3,73.0,30
Dealer,0,0,2,BHK,800,1,1,"Hiranandani Estate,Lalitpur",19.3,73.0,95
Dealer,0,0,2,BHK,800,1,1,"Hiranandani Estate,Maharashtra",19.3,73.0,95
Dealer,0,0,2,BHK,800,1,1,"Hiranandani Estate,Maharashtra",19.3,73.0,98
Dealer,1,1,2,BHK,800,0,1,"Balkum,Mumbai",19.2,73.0,88
Dealer,0,0,2,BHK,800,1,1,"Bevarly Park,Maharashtra",19.1,73.0,80
Owner,0,0,2,BHK,800,1,1,"Jhalamand,Jodhpur",26.2,73.1,25
Owner,0,0,2,BHK,800,1,1,"Jhalamand,Jodhpur",26.2,73.1,25
Dealer,0,0,2,BHK,800,1,1,"Sector 20 Kharghar,Mumbai",19.0,73.1,81
Dealer,0,0,2,BHK,800,1,1,"Sector 20 Kharghar,Lalitpur",19.0,73.1,81
Owner,0,0,2,BHK,800,1,1,"Dakor Road,Nadiad",22.8,73.1,20
Dealer,1,1,2,BHK,800,0,0,"Panvel,Maharashtra",19.0,73.1,81
Owner,0,0,2,BHK,800,1,1,"Sayajigunj,Vadodara",22.3,73.2,22
Owner,0,0,2,BHK,800,1,1,"Dandia Bazar,Vadodara",22.3,73.2,20
Owner,0,0,2,BHK,800,1,1,"Kareli Bagh,Vadodara",22.3,73.2,26
Owner,0,0,2,BHK,800,1,1,"Sundarpura,Vadodara",22.2,73.2,15
Owner,0,0,2,BHK,800,1,1,"Sinhgad Road,Pune",19.2,73.5,65
Owner,0,0,2,BHK,800,1,1,"Talegaon Dabhade, Pune,Pune",18.7,73.7,31
Owner,0,1,2,BHK,800,1,1,"Ambegaon,Pune",19.1,73.7,50
Owner,0,0,2,BHK,800,1,1,"Dhayari,Pune",18.4,73.8,70
Dealer,1,1,2,BHK,800,0,1,"Mohamadwadi,Pune",18.5,73.8,44
Owner,0,0,2,BHK,800,1,1,"Undri,Pune",18.5,73.9,38
Owner,0,0,2,BHK,800,1,1,"Hadapsar,Pune",18.5,73.9,40
Owner,0,0,2,BHK,800,1,1,"Lohegaon,Pune",18.6,73.9,38
Dealer,0,0,2,BHK,800,1,1,"Wagholi,Pune",18.6,74.0,33
Dealer,0,0,2,BHK,800,1,1,"Kankanady,Mangalore",12.9,74.9,30
Owner,0,0,2,BHK,800,1,1,"Keshwapur,Hubli",15.4,75.2,25
Owner,0,0,2,BHK,800,1,1,"Begampura,Aurangabad",19.9,75.3,28
Dealer,0,0,2,BHK,800,1,1,"Govindpura,Jaipur",26.7,75.5,11
Dealer,0,0,2,BHK,800,1,1,"Kalwar Road,Jaipur",27.0,75.6,13
